resume_text,label,job_title
passionate about learning new technologies such as rest slq pyhton docker linux content writing salesforce skills: rest sql python docker linux,Software Development,Backend Developer
responsible for developing solutions using pyhton spark hadoop slq airflow etl salesforce logistics skills: python spark hadoop sql airflow etl,Data Engineering,Data Engineer
responsible for developing solutions using htlm typescript cs js figma content writing problem solving skills: html typescript css js figma,Design,Frontend Developer
actively collaborated in team settings using rest linux docker git salesforce team player skills: rest linux docker git,Software Development,Backend Developer
actively collaborated in team settings using ui design firebase xcode swift cocoa critical thinking presentation skills skills: ui design firebase xcode swift cocoa,Software Development,iOS Developer
actively collaborated in team settings using linux jenkins docker ci/cd kubernetes aws excel skills: linux jenkins docker ci/cd kubernetes aws,IT Infrastructure,DevOps Engineer
hands-on experience in testng postman manual testing bugzilla selenium logistics salesforce skills: testng postman manual testing bugzilla selenium,Software QA,QA Tester
actively collaborated in team settings using airflow slq hadoop spark etl salesforce accounting skills: airflow sql hadoop spark etl,Data Engineering,Data Engineer
responsible for developing solutions using airflow etl spark slq hadoop content writing critical thinking skills: airflow etl spark sql hadoop,Data Engineering,Data Engineer
worked on several projects involving slq hadoop spark pyhton adaptability skills: sql hadoop spark python,Data Engineering,Data Engineer
actively collaborated in team settings using mongodb express recat typescript node docker excel adaptability skills: mongodb express react typescript node docker,Software Development,Full Stack Developer
actively collaborated in team settings using tailwind cs figma js htlm recat typescript content writing skills: tailwind css figma js html react typescript,Design,Frontend Developer
hands-on experience in docker linux kubernetes ci/cd jenkins content writing team player skills: docker linux kubernetes ci/cd jenkins,IT Infrastructure,DevOps Engineer
passionate about learning new technologies such as manual testing testng postman bugzilla critical thinking supply chain skills: manual testing testng postman bugzilla,Software QA,QA Tester
responsible for developing solutions using tensorflow numpy pyhton pandas keras sklearn leadership accounting skills: tensorflow numpy python pandas keras sklearn,Data Science,ML Engineer
actively collaborated in team settings using payroll hrms recruitment onboarding employee relations accounting skills: payroll hrms recruitment onboarding employee relations,HR,HR Specialist
hands-on experience in slq etl pyhton airflow hadoop spark attention to detail skills: sql etl python airflow hadoop spark,Data Engineering,Data Engineer
actively collaborated in team settings using cisco vpn switching firewalls critical thinking skills: cisco vpn switching firewalls,IT Infrastructure,Network Engineer
hands-on experience in xcode cocoa ui design firebase swift logistics adaptability skills: xcode cocoa ui design firebase swift,Software Development,iOS Developer
passionate about learning new technologies such as mongodb typescript express docker recat critical thinking skills: mongodb typescript express docker react,Software Development,Full Stack Developer
hands-on experience in testng manual testing bugzilla selenium junit postman adaptability content writing skills: testng manual testing bugzilla selenium junit postman,Software QA,QA Tester
actively collaborated in team settings using postman bugzilla testng selenium manual testing junit critical thinking presentation skills skills: postman bugzilla testng selenium manual testing junit,Software QA,QA Tester
